"MES","SEEP01","SEEP02","SEEP03","SEEP04","SEEP05","SEEP06","SEEP07","SEEP08","SEEP09","SEEP10","SEEP11","SEEP12","SEEP13","SEEP14","SEEP15","SEEP16","SEEP17","SEEP18","SEEP19"
2003-01-01,"4.9655917199999999","7.68495434","6.4853366599999998","7.7223530499999997","1.7265594100000001","28.584795179999997","25.593584410000002","7.45844167","0.39092022999999998","33.442946310000004","22.994701430000003","1.32957759","1.2816332800000001","1.8918405400000002","15.62150637000002","43.119259210000024","15.641664920000002","120.78866562000003","115.24726882844801"
2003-02-01,"5.6054120800000007","12.46851646","8.5375732000000006","6.9533006100000003","1.9298511900000008","35.494653540000002","21.990352909999999","8.8744556899999996","0.44075165000000005","31.305560249999996","15.485186660000004","1.3126863999999998","0.80206354000000013","2.4432379300000004","16.14924323000001","36.192417760000012","24.199384119999987","127.19201567","119.05447985105201"
2003-03-01,"6.1947089799999997","4.7346086500000002","3.9646425700000001","6.2145219999999997","1.1191149299999985","22.227597129999999","24.864545709999998","8.4901388499999992","0.2632314","33.617915959999998","12.470698530000002","0.85942326999999996","2.0601701000000001","2.8229144900000001","18.036807500000009","36.250013890000012","11.924435310000002","104.01996229","100.51674893557502"
2003-04-01,"6.9602229199999996","16.393985019999999","7.5882771800000004","6.3098298700000006","1.1095497999999964","38.361864789999998","29.522623299999999","6.70159767","0.43123169","36.655452659999995","9.3196841100000007","1.0586899699999999","3.202788","1.8149409599999999","16.516746959999985","31.912849999999985","11.041439859999999","117.97160730999997","108.49385838386397"
2003-05-01,"6.2321070900000004","8.9105794399999994","5.7425037300000001","7.3647813900000001","2.0954816099999967","30.345453259999996","32.05257426","7.0746213200000003","0.25553648000000001","39.382732060000002","30.983536639999997","0.89093035999999992","2.76598188","2.75816645","17.206081650000023","54.604696980000014","15.539359409999999","139.87224171000003","134.01463211203799"
2003-06-01,"6.2714780000000001","9.5367244400000004","7.9880576199999993","6.3686032300000006","1.8191648399999991","31.984028130000002","34.617466190000002","13.518257150000002","0.42066670999999994","48.556390050000005","32.030119590000005","0.79916313999999999","3.5768775000000002","3.2819609000000001","17.84473491","57.532856040000006","20.25695601","158.33023023000001","151.45213547446801"
2003-07-01,"6.1548347799999998","10.06042044","5.8890971800000003","6.9983913499999995","1.7053710899999999","30.808114839999998","35.207806720000001","7.1141002400000009","0.28971858999999994","42.611625549999999","34.046112700000002","0.94817229000000014","4.4059001599999998","1.8536318700000001","18.100647209999984","59.354464229999991","17.596415739999998","150.37062035999998","144.09784519130798"
2003-08-01,"7.3926998400000006","6.49426389","4.6789655500000009","6.18759003","2.272124619999996","27.025643929999998","33.335475870000003","4.5637406200000008","0.41216184999999994","38.311378339999997","31.513044190000002","1.5094332799999999","4.0958848400000001","3.5014056","21.394332810000002","62.014100720000009","19.601300459999997","146.95242345","142.38886685398302"
2003-09-01,"6.1702865399999993","6.0808753600000012","4.1192930600000004","7.2176204500000001","1.7261788099999968","25.314254219999999","31.054552840000003","14.928473210000002","0.27934932000000001","46.262375370000008","28.961464239999998","1.6184847400000002","5.7976502400000003","5.9057044699999999","23.52955252000001","65.812856210000007","18.395800399999999","155.78528620000003","151.71812060815202"
2003-10-01,"6.1345726300000001","11.647418569999999","4.754467560000001","5.1294970400000004","1.9002767799999951","29.566232579999998","38.856674730000002","5.9034743399999998","0.19381036000000001","44.953959430000005","25.446725619999999","1.3840240000000001","2.2124476800000004","7.6554614600000006","18.775659359999999","55.47431812","11.065296029999999","141.05980615999999","134.47493430781898"
